Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-10,16:34:23,202511,A3219532L,P3 - Normal,To be defined,Work in progress,2025-03-10,174436,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Bohdan Breslavets,Tushar Adit,Incident,Closed,2025-03-15,"Enter a description of your request : Hi Team, Orders: 41382015, 41343436, 41343896, 41339496, 41306754 - SAP_ERROR: ""Field ADDR1_DATA-NAME1. is not an input field"". Can you please check and fix this issue with the orders? Best regards,. Bohdan..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : US..SAP Site # : 0..SAP User ID : 0",Orders failed due to missing authorization issue ask the check with china MDM team,Sap Errors SAP Retail (FMS1) NA,"SCM_RPIDOC_US_SGH_XXXX : Field ADDR1_DATA-NAME1. is not an input field"". Can you please check and fix this issue with the orders"
2025-03-10,16:34:23,202511,A3219532L,P3 - Normal,Work in progress,Solved,2025-03-10,193038,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Bohdan Breslavets,Tushar Adit,Incident,Closed,2025-03-15,"Enter a description of your request : Hi Team, Orders: 41382015, 41343436, 41343896, 41339496, 41306754 - SAP_ERROR: ""Field ADDR1_DATA-NAME1. is not an input field"". Can you please check and fix this issue with the orders? Best regards,. Bohdan..System (RP1/CP1/MIM) : RP1..Brand : SGH..Country : US..SAP Site # : 0..SAP User ID : 0",Orders failed due to missing authorization issue ask the check with china MDM team,Sap Errors SAP Retail (FMS1) NA,"SCM_RPIDOC_US_SGH_XXXX : Field ADDR1_DATA-NAME1. is not an input field"". Can you please check and fix this issue with the orders"
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Assigned,Work in progress,2025-03-10,173541,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Forwarded,Work in progress,2025-03-10,182155,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Forwarded,Work in progress,2025-03-24,192001,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Forwarded,Work in progress,2025-03-25,135459,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Work in progress,Forwarded,2025-03-10,173615,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Work in progress,Forwarded,2025-03-24,163815,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Work in progress,Forwarded,2025-03-24,201054,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,17:22:44,202511,A3219768L,P4 - Low,Work in progress,Pending For IT Check,2025-04-04,184058,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ITEGHIE EMIKE,Tushar Adit,Incident SSS,Pending For IT Check,1900-01-01,"Description of the Issue (When?, Where?, What?):..store is calling in because when they're trying to save their contact lens recall they start getting several error messages...First message is: no instance of object type purchase order has been created. External reference:..second message is: purchase order still contains faulty items..third message is: account assignment mandatory for material 2001475030 ( enter ACC.ass. cat.)..fourth message is: material 2001475030 is not maintained in plant 4762....Troubleshooting Performed / Results:..so pulled up the wiki for both MIM and Fiori and could not find any of those error messages listed above..try to search for the material code on the last message on the page and could not find it.",,MIM - Recall,SCM_ORDERS_XX_TAR_4762 - store is trying to do a contact lens recall and they keep getting multiple error messages for what looks like a invalid UPC code
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Forwarded,Work in progress,2025-03-11,164125,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Forwarded,Work in progress,2025-03-12,131208,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Solved,Closed,2025-03-25,143449,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Suspended,Work in progress,2025-03-20,143400,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,To be defined,Forwarded,2025-03-10,220830,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
2025-03-10,21:30:15,202511,A3220588L,P3 - Normal,Work in progress,Forwarded,2025-03-12,95144,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-25,"WARNING: EXTERNAL EMAIL_x000D_
Boa tarde.Temos as seguintes transferências de lentes de contacto que nunca apareceram no Fiori, (desde 18.11.2025 - já pedidas por diversas vezes) para darmos entrada no nosso stock:Supplier/Delivery noteDataPOLentes QTD emfaltaGraduaçãoALCON374479000102.03.20254559073665Air Optix Night&Day 61-4.00374479000102.03.20254559073665Air Optix Night&Day 61-5.00373963010126.02.20254558879692Dailies Total1 Sph 301-4.25373963010126.02.20254558879692Dailies Total1 Sph 301-4.50373828150125.02.20254558827881Dailies Total1 Sph 301-5.50373828150125.02.20254558827881Dailies Total1 Toric 301-5.25 -0.75x60º367607950110.01.20254556444756Total30 MF Add MED 6pk1-2.75367607950110.01.20254556444756Total30 MF Add MED 6pk1-3.50366231150129.12.20244555898602Air Optix Hydraglyde 6pk1-2.25BAUSCH&LOMB128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x110º128567402.03.20254559068632Ultra for Astigmatism 3pk2-1.25 -1.25x180º977320507.01.20254556290371Purevision 2 6pk1-2.75JOHNSON&JOHNSON403711993427.02.202545589720641 Day Acuvue Moist 301-9.00403711993427.02.202545589720641 Day Acuvue Moist 301-12.00403637396007.01.202545563095371 Day Acuvue Moist 301-9.00403637396007.01.202545563095371 Day Acuvue Moist 301-12.00CLEARLABDO24-3371703.12.2024ClearColors 55 Turquoise FL304N 2pk1-1.50COOPERVISIONCO2501020517502.01.20256018884097iWear Oxygen sph 61-1.00CO2501020517502.01.20256018884097iWear Oxygen sph 61-1.25CO2501020517502.01.20256018884097iWear Harmony1-0.50CO2501020517502.01.20256018884097iWear Harmony1-0.75CO2501030074403.01.20254556070158iWear Vivid1-3.50CO2501030074403.01.20254556070158iWear Vivid1-6.00CO2503030100603.03.20254559027802iWear Activ1-1.50CO2503030100603.03.20254559066348iWear Vivid1-3.50CO2503030100603.03.20254559066348iWear Vivid1-6.00CO2503030100603.03.20254559073746iWear Harmony1-2.75CO2503030100603.03.20254559073746iWear Harmony Ast1-2.75 -0.75x180ºCO2503030100603.03.20256019825907iWear Oxygen sph 61-2.50CO2503030100603.03.20256019825907iWear Vivid1-2.00CO2503030100603.03.20256019825907iWear Harmony1-2.25CO2503040373604.03.20254559019291iWear Oxygen Astigmatism 3pk1-1.00 -0.75x170ºCO2501070466307.01.20254556150250iWear Harmony Ast3-2.00 -0.75x120ºCO2501070466307.01.20254556150250iWear Harmony3-2.00CO2501070466307.01.20256018930431iWear Vivid1-3.00CO2501070466307.01.20256018930431iWear Activ1-1.00CO2501070466307.01.20256018930431iWear Activ1-1.75CO2501070466307.01.20256018930431iWear Activ1-2.25CO2501070466307.01.20256018930431i","We have checked & found that the POs for which POH is created that POs are appearing in shipment log confirmation tab in FIORI, please check the screenshot for reference & it is working as expected.",Toolkit - LPA,SCM_FIORII_XX_GVS_K334 : no Fiori Contact lens transfers that were never submitted to Fiori
